City|Date|Card_Type|Exp_Type|Gender|Amount|EMI_Paid
Mumbai|10-Dec-13|Gold|Food|M|110624|1
Bengaluru|18-Oct-13|Signature|Entertainment|M|236169|1
Delhi|01-Apr-14|Gold|Grocery|M|23697|1
Ahmedabad|20-Feb-15|Signature|Fuel|F|249906|1
Bengaluru|26-Jun-14|Gold|Grocery|M|226394|1
Mumbai|30-Jan-14|Gold|Fuel|F|196016|1
Mumbai|14-Oct-13|Silver|Food|M|72419|1
Delhi|18-Jan-14|Gold|Bills|F|47558|1
Delhi|12-Jun-14|Signature|Food|M|14032|1
Mumbai|22-Nov-13|Signature|Food|M|203045|1
Bengaluru|17-Oct-14|Platinum|Grocery|M|112451|1
Bengaluru|13-Dec-13|Signature|Food|M|229597|1
Mumbai|10-May-15|Silver|Bills|M|126435|1
Mumbai|17-Jan-14|Gold|Bills|F|233490|1
Mumbai|14-Dec-14|Signature|Food|F|124046|1
Delhi|02-May-14|Platinum|Grocery|F|1005|1
Delhi|15-Jul-14|Platinum|Fuel|M|255963|1
Mumbai|25-Nov-14|Platinum|Entertainment|F|130913|1
Delhi|04-Dec-14|Platinum|Food|F|142822|1
Ahmedabad|10-Dec-14|Gold|Food|M|142249|1
Delhi|06-Feb-15|Signature|Bills|F|241213|1
Ahmedabad|07-Jun-14|Gold|Grocery|M|170476|1
Mumbai|29-Nov-13|Platinum|Food|M|207628|1
Mumbai|26-Jul-14|Silver|Grocery|F|130713|1
Bengaluru|27-Jun-14|Signature|Fuel|M|149073|1
Ahmedabad|21-Jun-14|Silver|Grocery|F|294583|1
Delhi|12-Oct-14|Platinum|Grocery|F|219282|1
Ahmedabad|11-Jun-14|Signature|Bills|F|108016|1
Delhi|21-Jul-14|Silver|Bills|F|295493|1
Bengaluru|23-Mar-15|Gold|Bills|F|248831|1
Delhi|02-Mar-15|Silver|Food|M|246164|1
Mumbai|28-Aug-14|Gold|Food|M|82070|1
Delhi|15-Dec-13|Gold|Bills|F|281000|1
Mumbai|18-Jun-14|Platinum|Grocery|F|3740|1
Delhi|08-Sep-14|Silver|Bills|F|71910|1
Bengaluru|19-Dec-13|Signature|Bills|M|287553|1
Mumbai|09-Nov-13|Signature|Grocery|M|234607|1
Delhi|15-Sep-14|Platinum|Entertainment|M|33183|1
Ahmedabad|07-Dec-14|Signature|Bills|F|266415|1
Bengaluru|14-Aug-14|Silver|Fuel|M|29461|1
Delhi|19-May-14|Platinum|Grocery|F|261062|1
Ahmedabad|19-Jan-14|Platinum|Grocery|M|192180|1
Ahmedabad|14-Jan-14|Gold|Grocery|F|156119|1
Delhi|23-Sep-14|Gold|Food|F|145404|1
Delhi|26-Jun-14|Silver|Grocery|F|78841|1
Ahmedabad|09-Jan-15|Silver|Grocery|M|43073|1
Delhi|08-Oct-14|Gold|Food|M|175290|1
Delhi|06-Jan-15|Silver|Bills|M|88970|1
Ahmedabad|23-Apr-15|Gold|Fuel|M|196296|1
Delhi|22-Jan-14|Signature|Food|M|188981|1
Mumbai|08-Nov-13|Signature|Grocery|M|114091|1
Ahmedabad|12-Feb-14|Platinum|Food|M|90121|1
Mumbai|07-Jan-15|Gold|Grocery|F|22150|1
Mumbai|06-Sep-14|Signature|Fuel|M|172137|1
Ahmedabad|16-Oct-14|Signature|Food|F|8378|1
Mumbai|21-Jan-15|Silver|Entertainment|M|249416|1
Ahmedabad|12-Jun-14|Platinum|Grocery|F|135446|1
Ahmedabad|03-Dec-13|Gold|Entertainment|M|298419|1
Mumbai|07-Feb-15|Signature|Grocery|M|160660|1
Bengaluru|14-Oct-14|Signature|Fuel|M|92218|1
Ahmedabad|14-Dec-14|Gold|Grocery|M|226839|1
Ahmedabad|06-Dec-14|Silver|Grocery|M|135680|1
Bengaluru|17-Feb-14|Platinum|Bills|F|210365|1
Bengaluru|28-Nov-14|Signature|Food|M|243014|1
Delhi|29-Mar-15|Silver|Entertainment|M|141271|1
Delhi|09-Jan-14|Gold|Entertainment|F|209992|1
Mumbai|11-Nov-14|Signature|Entertainment|F|31666|1
Ahmedabad|13-Apr-15|Gold|Entertainment|M|217049|1
Mumbai|28-Dec-13|Platinum|Fuel|M|40930|1
Delhi|08-Jan-14|Signature|Grocery|F|246535|1
Bengaluru|06-Aug-14|Gold|Grocery|F|1972|1
Mumbai|19-Feb-14|Signature|Bills|M|297551|1
Bengaluru|28-Sep-14|Gold|Fuel|M|138315|1
Bengaluru|11-May-15|Platinum|Food|F|274343|1
Bengaluru|21-Jan-15|Signature|Fuel|F|222019|1
Ahmedabad|21-Jul-14|Silver|Grocery|M|215629|1
Delhi|15-Jan-15|Silver|Fuel|F|110482|1
Bengaluru|20-Apr-14|Gold|Grocery|F|98457|1
Delhi|09-Mar-14|Gold|Grocery|M|139519|1
Ahmedabad|12-Jul-14|Silver|Grocery|F|296050|1
Delhi|27-Apr-15|Gold|Bills|F|50476|1
Bengaluru|18-Mar-14|Signature|Bills|F|292575|1
Mumbai|22-Feb-15|Signature|Grocery|F|274505|1
Mumbai|27-Apr-15|Signature|Food|F|38864|1
Ahmedabad|04-Jul-14|Gold|Food|M|227349|1
Bengaluru|06-Aug-14|Gold|Grocery|M|46631|1
Ahmedabad|16-Jun-14|Gold|Grocery|M|7867|1
Bengaluru|15-May-14|Platinum|Bills|M|152693|1
Ahmedabad|04-Feb-15|Signature|Bills|F|103906|1
Ahmedabad|23-Nov-14|Signature|Bills|F|196033|1
Delhi|02-Jun-14|Silver|Fuel|M|266243|1
Mumbai|27-Dec-14|Platinum|Grocery|M|45584|1
Delhi|06-Apr-14|Gold|Food|M|270525|1
Mumbai|09-Feb-15|Silver|Food|F|181073|1
Ahmedabad|28-Oct-14|Platinum|Fuel|M|153548|1
Delhi|18-Mar-15|Silver|Bills|M|240211|1
Mumbai|11-Oct-13|Gold|Grocery|M|142725|1
Bengaluru|24-Oct-13|Signature|Bills|M|250495|1
Delhi|15-Jan-14|Signature|Food|F|195523|1
Mumbai|14-Sep-14|Silver|Bills|M|130203|1
Ahmedabad|26-Jan-15|Signature|Grocery|M|55861|1
Ahmedabad|16-Nov-13|Gold|Food|M|232578|1
Bengaluru|05-May-14|Gold|Entertainment|F|109579|1
Delhi|16-Feb-15|Silver|Fuel|M|198088|1
Mumbai|03-Mar-15|Platinum|Bills|F|30185|1
Delhi|06-Mar-15|Signature|Grocery|F|59662|1
Bengaluru|27-Dec-14|Signature|Grocery|M|205334|1
Delhi|11-Nov-13|Platinum|Fuel|F|74559|1
Bengaluru|14-Nov-13|Silver|Food|M|126931|1
Ahmedabad|02-Jul-14|Platinum|Food|F|98246|1
Bengaluru|18-Mar-15|Platinum|Fuel|M|10390|1
Bengaluru|16-May-14|Silver|Bills|M|148675|1
Bengaluru|26-Mar-14|Silver|Food|M|35797|1
Mumbai|10-Jun-14|Silver|Grocery|M|139618|1
Mumbai|28-Jan-14|Platinum|Food|M|234983|1
Ahmedabad|05-Jul-14|Silver|Food|M|192160|1
Ahmedabad|26-Nov-13|Platinum|Bills|F|121091|1
Bengaluru|05-Jul-14|Signature|Fuel|F|241004|1
Mumbai|12-Jan-15|Silver|Grocery|F|262542|1
Delhi|16-Mar-14|Signature|Entertainment|F|21226|1
Bengaluru|14-Jul-14|Signature|Grocery|F|21387|1
Delhi|22-Aug-14|Platinum|Food|M|241399|1
Delhi|15-May-15|Platinum|Grocery|M|21941|1
Ahmedabad|27-Sep-14|Signature|Grocery|M|35671|1
Mumbai|01-Nov-13|Platinum|Fuel|M|283676|1
Ahmedabad|18-Mar-15|Silver|Food|M|196038|1
Ahmedabad|26-Sep-14|Signature|Fuel|M|220239|1
Bengaluru|19-Aug-14|Signature|Entertainment|M|55659|1
Mumbai|23-Jun-14|Silver|Grocery|F|189544|1
Mumbai|24-Sep-14|Gold|Grocery|M|207719|1
Ahmedabad|21-Oct-14|Signature|Bills|M|64743|1
Bengaluru|01-Nov-14|Silver|Fuel|M|109711|1
Ahmedabad|05-Jan-14|Gold|Bills|M|190231|1
Ahmedabad|20-Oct-13|Gold|Grocery|M|48619|1
Bengaluru|06-Aug-14|Signature|Entertainment|F|272257|1
Mumbai|11-Apr-14|Platinum|Bills|F|112811|1
Mumbai|08-Apr-15|Gold|Food|F|197640|1
Ahmedabad|19-Jan-14|Signature|Bills|F|207800|1
Ahmedabad|11-Jun-14|Platinum|Bills|M|248429|1
Delhi|10-May-15|Platinum|Grocery|F|156218|1
Bengaluru|20-Dec-13|Platinum|Fuel|M|105095|1
Delhi|11-Apr-14|Silver|Fuel|M|269776|1
Bengaluru|21-Mar-14|Gold|Grocery|M|239548|1
Mumbai|08-Feb-14|Gold|Grocery|M|182003|1
Mumbai|24-Feb-15|Platinum|Fuel|F|46733|1
Ahmedabad|25-Jul-14|Platinum|Grocery|F|225087|1
Mumbai|27-Jun-14|Signature|Entertainment|M|297518|1
Ahmedabad|10-Mar-15|Gold|Food|F|41665|1
Delhi|26-Dec-14|Platinum|Fuel|F|36505|1
Ahmedabad|19-Oct-14|Platinum|Fuel|F|32832|1
Mumbai|09-Oct-14|Gold|Food|F|250794|1
Bengaluru|07-Oct-13|Gold|Bills|M|47228|1
Bengaluru|14-Mar-15|Signature|Fuel|F|128178|1
Delhi|26-Apr-15|Signature|Food|F|145388|1
Delhi|25-Oct-14|Signature|Grocery|F|152430|1
Delhi|24-Oct-14|Silver|Fuel|F|251074|1
Bengaluru|10-Apr-15|Signature|Entertainment|F|291683|1
Delhi|02-Aug-14|Silver|Entertainment|F|209476|1
Mumbai|01-Nov-14|Gold|Food|F|75069|1
Ahmedabad|06-Apr-15|Platinum|Grocery|F|22000|1
Ahmedabad|23-Mar-14|Platinum|Grocery|F|108304|1
Ahmedabad|06-Mar-14|Signature|Grocery|F|80782|1
Ahmedabad|10-Apr-14|Gold|Bills|M|162154|1
Bengaluru|10-Aug-14|Silver|Fuel|F|175034|1
Ahmedabad|06-May-14|Gold|Food|M|24982|1
Mumbai|29-Apr-15|Silver|Bills|M|5427|1
Mumbai|24-Feb-15|Gold|Entertainment|F|11193|1
Delhi|12-May-14|Platinum|Bills|F|36549|1
Mumbai|14-Feb-14|Gold|Bills|F|24703|1
Ahmedabad|28-Jul-14|Silver|Bills|M|217494|1
Bengaluru|02-Apr-14|Platinum|Bills|F|190334|1
Delhi|03-Feb-15|Silver|Bills|M|110522|1
Bengaluru|01-Jun-14|Silver|Fuel|F|275097|1
Mumbai|17-Mar-14|Platinum|Entertainment|F|171339|1
Mumbai|16-Jan-15|Gold|Entertainment|F|57495|1
Ahmedabad|09-May-15|Platinum|Grocery|M|108757|1
Bengaluru|07-Dec-14|Signature|Fuel|M|18847|1
Bengaluru|17-May-14|Gold|Bills|M|1103|1
Ahmedabad|22-Jul-14|Silver|Food|M|119360|1
Ahmedabad|07-Sep-14|Signature|Bills|F|162055|1
Ahmedabad|24-Mar-15|Silver|Bills|M|229333|1
Delhi|30-May-14|Platinum|Bills|M|51920|1
Delhi|22-Sep-14|Platinum|Entertainment|F|210833|1
Mumbai|05-Aug-14|Signature|Bills|M|223941|1
Ahmedabad|18-May-14|Platinum|Grocery|F|292956|1
Ahmedabad|07-Feb-15|Silver|Food|F|60466|1
Bengaluru|14-Jul-14|Signature|Fuel|F|187697|1
Delhi|23-Oct-13|Signature|Food|M|271803|1
Mumbai|10-Nov-14|Signature|Food|M|240551|1
Ahmedabad|04-Jan-15|Platinum|Grocery|F|38733|1
Ahmedabad|09-Mar-15|Platinum|Entertainment|M|49690|1
Bengaluru|27-Jun-14|Silver|Fuel|F|70301|1
Mumbai|11-Nov-13|Silver|Entertainment|F|107190|1
Mumbai|25-Jul-14|Signature|Fuel|M|113478|1
Bengaluru|12-Jun-14|Silver|Entertainment|M|122517|1
Mumbai|13-Oct-13|Silver|Fuel|F|281096|1
Bengaluru|04-Mar-15|Silver|Food|F|254191|1
Ahmedabad|23-May-15|Gold|Bills|M|222342|1
Mumbai|06-Feb-14|Signature|Entertainment|M|139404|1
Delhi|25-Apr-15|Silver|Bills|M|59984|1
Bengaluru|06-Jun-14|Silver|Fuel|F|279450|1
Bengaluru|04-Mar-14|Gold|Entertainment|F|209691|1
Delhi|27-Apr-15|Signature|Grocery|F|100311|1
Delhi|28-Jan-15|Silver|Grocery|F|19441|1
Ahmedabad|03-Jun-14|Platinum|Fuel|F|76150|1
Ahmedabad|18-May-14|Gold|Food|F|146154|1
Bengaluru|23-Apr-14|Platinum|Grocery|M|122069|1
Delhi|24-May-14|Gold|Entertainment|F|167517|1
Ahmedabad|07-Feb-14|Signature|Entertainment|F|15485|1
Delhi|20-May-14|Gold|Bills|F|108608|1
Bengaluru|11-Feb-15|Silver|Bills|F|277327|1
Mumbai|24-Mar-15|Signature|Bills|F|84617|1
Bengaluru|02-Mar-14|Signature|Fuel|M|29121|1
Mumbai|11-May-15|Silver|Food|M|113725|1
Ahmedabad|21-Apr-15|Silver|Fuel|F|209312|1
Bengaluru|10-Apr-14|Gold|Food|F|44431|1
Ahmedabad|21-Jul-14|Platinum|Food|F|88938|1
Mumbai|26-Jun-14|Gold|Bills|F|41623|1
Bengaluru|14-Nov-14|Platinum|Bills|F|63966|1
Ahmedabad|13-Dec-14|Platinum|Entertainment|F|256339|1
Bengaluru|21-Jan-15|Gold|Fuel|M|179182|1
Delhi|23-Aug-14|Gold|Entertainment|F|215964|1
Ahmedabad|16-Sep-14|Signature|Entertainment|F|153229|1
Bengaluru|26-Sep-14|Gold|Grocery|M|2673|1
Bengaluru|20-Aug-14|Silver|Entertainment|M|119191|1
Mumbai|02-Apr-15|Silver|Fuel|F|78598|1
Mumbai|17-Jan-14|Platinum|Grocery|M|249270|1
Mumbai|28-Oct-13|Signature|Grocery|F|44288|1
Bengaluru|01-Nov-13|Silver|Bills|M|247819|1
Ahmedabad|04-Apr-15|Gold|Grocery|M|192534|1
Delhi|24-Jul-14|Silver|Grocery|M|287642|1
Bengaluru|31-Dec-13|Signature|Grocery|F|185933|1
Ahmedabad|07-Mar-14|Signature|Grocery|F|292727|1
Bengaluru|08-Feb-15|Signature|Food|F|104925|1
Bengaluru|04-Nov-14|Signature|Bills|M|198778|1
Bengaluru|17-Apr-14|Signature|Bills|M|209592|1
Bengaluru|13-Apr-14|Signature|Food|F|117364|1
Delhi|04-May-15|Gold|Food|M|288921|1
Mumbai|16-Aug-14|Platinum|Grocery|F|275325|1
Ahmedabad|20-Dec-13|Signature|Entertainment|F|63105|1
Ahmedabad|13-Oct-13|Silver|Entertainment|F|100961|1
Bengaluru|31-Dec-14|Platinum|Bills|M|216751|1
Mumbai|28-Apr-14|Platinum|Entertainment|M|179301|1
Ahmedabad|26-Jan-15|Signature|Entertainment|M|1931|1
Delhi|23-Mar-15|Gold|Grocery|M|43932|1
Ahmedabad|21-Nov-14|Silver|Entertainment|M|94721|1
Ahmedabad|06-Jul-14|Silver|Grocery|M|77202|1
Delhi|31-Oct-13|Platinum|Bills|M|77410|1
Ahmedabad|22-Jan-14|Gold|Fuel|M|224235|1
Mumbai|19-Dec-13|Signature|Fuel|F|255295|1
Bengaluru|14-Feb-14|Signature|Fuel|M|64506|1
Mumbai|09-Feb-15|Signature|Food|F|275196|1
Delhi|04-Sep-14|Platinum|Fuel|M|291386|1
Delhi|24-Dec-13|Gold|Food|F|138511|1
Bengaluru|08-Feb-15|Silver|Grocery|F|261524|1
Ahmedabad|28-Jan-14|Platinum|Bills|M|2568|1
Ahmedabad|08-May-15|Silver|Entertainment|F|141927|1
Bengaluru|20-Jan-15|Gold|Bills|F|65659|1
Bengaluru|29-Oct-13|Gold|Bills|M|282107|1
Bengaluru|22-Jul-14|Gold|Entertainment|M|101893|1
Delhi|18-Jan-14|Signature|Grocery|M|267490|1
Bengaluru|21-Apr-14|Gold|Food|F|197055|1
Delhi|15-May-15|Platinum|Food|M|171081|1
Mumbai|03-Dec-13|Platinum|Fuel|F|240695|1
Bengaluru|20-Jul-14|Gold|Bills|M|105523|1
Bengaluru|29-Dec-14|Silver|Bills|F|34019|1
Ahmedabad|09-Nov-14|Signature|Fuel|M|165722|1
Bengaluru|12-Sep-14|Gold|Fuel|M|242542|1
Ahmedabad|14-Oct-13|Gold|Food|F|47708|1
Delhi|22-Aug-14|Silver|Entertainment|M|56175|1
Delhi|20-Apr-15|Signature|Fuel|F|174300|1
Mumbai|19-May-14|Silver|Food|M|17031|1
Delhi|13-Dec-13|Gold|Grocery|M|176592|1
Delhi|13-Jan-15|Gold|Fuel|F|184474|1
Ahmedabad|20-Oct-13|Platinum|Grocery|M|178894|1
Bengaluru|12-Apr-14|Gold|Bills|M|39237|1
Ahmedabad|02-Mar-14|Signature|Food|M|81265|1
Bengaluru|03-Mar-14|Gold|Entertainment|M|179392|1
Mumbai|05-Dec-14|Signature|Grocery|F|26314|1
Delhi|25-Aug-14|Platinum|Food|M|135605|1
Mumbai|13-Dec-13|Silver|Entertainment|F|58636|1
Delhi|06-Dec-14|Silver|Fuel|M|279391|1
Bengaluru|15-Jul-14|Platinum|Grocery|M|150837|1
Bengaluru|17-Apr-14|Platinum|Fuel|M|5316|1
Ahmedabad|17-Feb-14|Signature|Food|M|26872|1
Ahmedabad|12-Jan-14|Gold|Fuel|M|246848|1
Ahmedabad|14-Jun-14|Signature|Entertainment|M|107163|1
Bengaluru|06-Apr-14|Platinum|Entertainment|M|207523|1
Bengaluru|14-Aug-14|Gold|Fuel|F|103688|1
Delhi|11-Nov-14|Platinum|Entertainment|M|299140|1
Bengaluru|30-Nov-13|Silver|Fuel|M|168065|1
Mumbai|20-Dec-14|Silver|Fuel|F|139184|1
Mumbai|28-Feb-15|Platinum|Fuel|F|139301|1
Delhi|06-Mar-15|Signature|Food|M|179861|1
Ahmedabad|24-Feb-15|Platinum|Grocery|F|122103|1
Ahmedabad|02-Dec-13|Silver|Bills|M|256416|1
Ahmedabad|22-Sep-14|Platinum|Bills|M|168209|1
Mumbai|29-Nov-14|Gold|Food|F|5061|1
Ahmedabad|05-Nov-14|Signature|Fuel|M|116125|1
Bengaluru|24-Apr-15|Signature|Fuel|M|127805|1
Ahmedabad|13-Nov-13|Signature|Bills|F|110331|1
Delhi|29-Jan-14|Silver|Bills|F|199318|1
Mumbai|26-Mar-14|Silver|Food|F|126447|1
Mumbai|13-Mar-15|Platinum|Food|M|280207|1
Delhi|14-Apr-15|Platinum|Fuel|F|134094|1
Mumbai|04-Sep-14|Platinum|Grocery|F|96453|1
Delhi|12-Aug-14|Signature|Fuel|F|115427|1
Mumbai|18-Oct-13|Signature|Fuel|M|14477|1
Mumbai|20-May-14|Gold|Entertainment|F|60684|1
Bengaluru|30-Dec-13|Signature|Fuel|F|201638|1
Ahmedabad|10-Dec-14|Gold|Entertainment|M|262938|1
Ahmedabad|27-Jan-15|Signature|Fuel|F|65223|1
Ahmedabad|22-Dec-13|Gold|Food|M|188812|1
Mumbai|01-Dec-14|Gold|Entertainment|M|252934|1
Delhi|10-Oct-13|Platinum|Food|M|3092|1
Ahmedabad|28-Jun-14|Silver|Bills|M|278704|1
Delhi|24-Feb-15|Silver|Grocery|F|165213|1
Ahmedabad|18-Feb-14|Signature|Fuel|M|118906|1
Mumbai|21-Nov-13|Signature|Bills|M|285394|1
Bengaluru|22-Apr-15|Signature|Bills|F|198546|1
Delhi|07-Mar-15|Signature|Fuel|F|1420|1
Delhi|02-Mar-15|Signature|Fuel|F|152113|1
Delhi|19-Dec-13|Platinum|Bills|M|31603|1
Delhi|15-Aug-14|Silver|Food|F|113888|1
Mumbai|20-Jan-14|Gold|Grocery|M|97239|1
Delhi|02-Jul-14|Signature|Food|M|222544|1
Ahmedabad|08-Feb-15|Signature|Grocery|M|57002|1
Delhi|21-May-15|Gold|Food|F|49813|1
Ahmedabad|11-Jan-15|Signature|Entertainment|M|217196|1
Delhi|28-Nov-14|Platinum|Food|F|57202|1
Delhi|20-Nov-13|Gold|Grocery|F|107664|1
Ahmedabad|04-Apr-14|Gold|Bills|M|113278|1
Delhi|19-Jun-14|Signature|Bills|M|18316|1
Ahmedabad|27-Apr-15|Platinum|Entertainment|F|207868|1
Delhi|03-Oct-14|Platinum|Entertainment|F|41888|1
Delhi|27-Nov-14|Gold|Grocery|F|46808|1
Mumbai|04-Nov-13|Platinum|Grocery|F|106503|1
Bengaluru|18-Aug-14|Signature|Fuel|M|14794|1
Bengaluru|11-Oct-14|Platinum|Grocery|F|3831|1
Mumbai|23-Apr-15|Platinum|Grocery|M|261016|1
Ahmedabad|20-Jun-14|Silver|Grocery|F|126017|1
Bengaluru|24-Oct-14|Platinum|Food|M|191839|1
Delhi|30-Oct-14|Platinum|Entertainment|M|267318|1
Bengaluru|13-Apr-15|Gold|Bills|F|146766|1
Mumbai|20-Oct-13|Silver|Entertainment|F|267667|1
Ahmedabad|18-Mar-14|Silver|Food|M|59968|1
Ahmedabad|04-Jul-14|Silver|Grocery|F|287571|1
Mumbai|13-Feb-15|Silver|Entertainment|M|3379|1
Mumbai|18-Jul-14|Silver|Bills|M|263210|1
Bengaluru|25-Feb-15|Gold|Fuel|M|204523|1
Bengaluru|13-Nov-14|Gold|Bills|F|63162|1
Mumbai|02-Nov-13|Silver|Bills|F|34470|1
Bengaluru|23-Sep-14|Silver|Entertainment|F|170061|1
Delhi|15-Oct-13|Platinum|Bills|M|189793|1
Mumbai|18-Aug-14|Gold|Entertainment|F|195345|1
Bengaluru|20-Nov-13|Platinum|Fuel|M|141315|1
Mumbai|30-Nov-14|Signature|Grocery|M|215661|1
Mumbai|21-Mar-14|Signature|Bills|M|49169|1
Ahmedabad|12-Feb-14|Signature|Food|M|9013|1
Delhi|28-Oct-14|Platinum|Bills|M|149894|1
Delhi|03-Mar-14|Signature|Food|M|159063|1
Ahmedabad|31-May-14|Gold|Grocery|F|186241|1
Bengaluru|25-Nov-13|Platinum|Fuel|M|175084|1
Bengaluru|22-Aug-14|Gold|Bills|M|24821|1
Mumbai|26-Nov-13|Signature|Grocery|F|238531|1
Ahmedabad|28-Jul-14|Signature|Fuel|M|246011|1
Bengaluru|07-Apr-15|Gold|Bills|M|277829|1
Mumbai|14-Jan-15|Gold|Entertainment|F|255423|1
Delhi|23-Oct-14|Signature|Food|F|95780|1
Delhi|20-May-15|Signature|Fuel|F|253725|1
Mumbai|23-Oct-13|Gold|Food|M|136328|1
Bengaluru|11-Jan-14|Gold|Food|M|204030|1
Ahmedabad|28-Feb-15|Platinum|Food|M|147690|1
Ahmedabad|24-Feb-15|Gold|Entertainment|F|1177|1
Mumbai|18-Nov-14|Gold|Grocery|M|234410|1
Bengaluru|01-Feb-14|Signature|Food|M|31365|1
Delhi|06-May-14|Signature|Entertainment|F|78630|1
Mumbai|30-Nov-13|Signature|Bills|M|225366|1
Bengaluru|08-Nov-13|Silver|Grocery|F|129021|1
Delhi|18-Dec-13|Signature|Grocery|M|181924|1
Ahmedabad|24-Nov-13|Platinum|Bills|F|100600|1
Bengaluru|24-Feb-15|Silver|Grocery|F|238303|1
Mumbai|30-Dec-14|Silver|Grocery|F|19235|1
Bengaluru|24-Mar-15|Platinum|Bills|M|56304|1
Ahmedabad|16-Oct-14|Silver|Fuel|F|75739|1
Bengaluru|06-May-15|Signature|Food|F|137304|1
Delhi|21-Dec-14|Platinum|Grocery|F|273421|1
Mumbai|10-Nov-14|Platinum|Entertainment|M|19457|1
Mumbai|02-May-15|Silver|Fuel|F|265522|1
Mumbai|25-Apr-15|Platinum|Food|F|216660|1
Delhi|13-Oct-14|Signature|Entertainment|M|145630|1
Delhi|19-Mar-14|Platinum|Entertainment|M|245670|1
Bengaluru|29-Mar-15|Silver|Fuel|F|113583|1
Mumbai|31-Aug-14|Platinum|Grocery|F|214638|1
Delhi|20-Feb-15|Signature|Grocery|M|85700|1
Delhi|06-Jan-15|Gold|Food|F|16854|1
Mumbai|06-Apr-14|Signature|Entertainment|M|187629|1
Mumbai|06-Apr-15|Gold|Food|M|46573|1
Bengaluru|09-Apr-14|Gold|Bills|F|40906|1
Mumbai|13-Apr-14|Silver|Fuel|M|108182|1
Ahmedabad|03-Jan-15|Signature|Grocery|F|215409|1
Ahmedabad|01-Dec-14|Silver|Food|F|4545|1
Delhi|06-Oct-13|Gold|Food|M|189094|1
Mumbai|12-Jan-14|Signature|Entertainment|F|129313|1
Bengaluru|05-Feb-14|Silver|Food|M|137486|1
Bengaluru|08-Jul-14|Silver|Entertainment|M|44792|1
Bengaluru|27-Oct-14|Platinum|Grocery|M|1720|1
Ahmedabad|28-Mar-15|Platinum|Food|F|242958|1
Bengaluru|24-Jan-15|Signature|Food|M|199697|1
Mumbai|11-Apr-14|Platinum|Fuel|M|144736|1
Ahmedabad|27-Dec-13|Platinum|Bills|F|21481|1
Delhi|22-Oct-13|Gold|Food|F|77358|1
Bengaluru|02-Feb-14|Gold|Grocery|M|252642|1
Bengaluru|18-Oct-13|Silver|Bills|F|53610|1
Bengaluru|21-Feb-14|Platinum|Food|F|65390|1
Delhi|29-May-14|Silver|Bills|M|15864|1
Ahmedabad|31-Oct-13|Silver|Entertainment|F|60856|1
Ahmedabad|08-Nov-13|Platinum|Grocery|F|201942|1
Ahmedabad|02-Sep-14|Silver|Entertainment|M|201401|1
Mumbai|02-Feb-15|Platinum|Grocery|F|153391|1
Ahmedabad|20-Mar-15|Silver|Grocery|M|96936|1
Ahmedabad|26-Nov-14|Platinum|Food|M|183406|1
Delhi|27-Feb-14|Signature|Grocery|F|176845|1
Ahmedabad|06-Apr-14|Silver|Food|M|110211|1
Ahmedabad|25-Feb-15|Signature|Fuel|M|261056|1
Delhi|10-Dec-14|Gold|Fuel|F|135581|1
Ahmedabad|14-Aug-14|Silver|Entertainment|M|257433|1
Bengaluru|23-Apr-14|Platinum|Grocery|M|173285|1
Bengaluru|31-Jan-14|Signature|Fuel|F|157375|1
Delhi|23-Aug-14|Gold|Bills|F|118053|1
Delhi|22-Sep-14|Gold|Bills|F|138275|1
Delhi|23-Dec-14|Gold|Grocery|F|107431|1
Ahmedabad|28-Apr-14|Platinum|Grocery|F|145721|1
Delhi|18-Nov-13|Platinum|Food|F|294490|1
Ahmedabad|19-Jan-14|Platinum|Entertainment|F|80279|1
Ahmedabad|30-Apr-14|Platinum|Fuel|M|86491|1
Mumbai|14-Feb-15|Signature|Entertainment|M|296257|1
Delhi|28-Apr-15|Signature|Fuel|M|270753|1
Delhi|20-Oct-13|Silver|Grocery|M|85901|1
Mumbai|13-Jan-14|Silver|Bills|F|260527|1
Bengaluru|17-Jan-14|Gold|Food|M|60628|1
Bengaluru|23-Jun-14|Gold|Food|M|125306|1
Bengaluru|05-Dec-13|Signature|Food|F|148974|1
Bengaluru|26-Feb-14|Signature|Bills|M|191089|1
Ahmedabad|12-Mar-14|Platinum|Bills|F|251877|1
Mumbai|28-Jun-14|Platinum|Entertainment|M|125616|1
Mumbai|31-Dec-14|Silver|Entertainment|M|217359|1
Delhi|12-Aug-14|Gold|Grocery|M|140577|1
Delhi|23-Apr-14|Platinum|Grocery|M|271327|1
Bengaluru|22-Feb-14|Gold|Fuel|M|87135|1
Mumbai|10-Oct-13|Gold|Bills|F|253796|1
Ahmedabad|20-Aug-14|Platinum|Bills|M|31605|1
Delhi|17-Apr-15|Silver|Grocery|F|66260|1
Ahmedabad|17-Aug-14|Gold|Grocery|F|21970|1
Bengaluru|29-Jul-14|Platinum|Fuel|M|274669|1
Ahmedabad|14-Dec-13|Signature|Food|M|210306|1
Bengaluru|16-Oct-14|Platinum|Entertainment|M|64257|1
Bengaluru|26-Oct-13|Signature|Fuel|F|129356|1
Ahmedabad|11-Sep-14|Signature|Entertainment|F|287466|1
Ahmedabad|09-Apr-15|Platinum|Fuel|F|182285|1
Mumbai|19-May-14|Gold|Food|F|208112|1
Bengaluru|17-Mar-14|Gold|Grocery|F|117127|1
